No,Comment Id,Comment,Class
837,UgyW2isrWw8Cjs_l1bh4AaABAg,"Rezeki dari 𝗦𝗚𝗜𝟴𝟴-bikin hariku lebih bermakna, terima kasih!",P
838,UgwP9auqNyxulhKKeZl4AaABAg,Langsung saja Trio Prot-prot EXE next,NP
839,Ugx62UB72o23wT8puYd4AaABAg,Goks gapernah gagal co AKMJ,NP
840,UgxUAz_E2q2Wy2hnXNR4AaABAg,Ramah banget cik 😂😹,NP
841,UgwV8_KgxVrz2iVzlSZ4AaABAg,"Udah ampir full ai agak"" geli dikit😂",NP
842,Ugz2B_5GHb9Ds0wP4pB4AaABAg,Anying... lagunya pas bngt🤣🤣🤣🤣🤣🤣🤣🤣,NP
843,UgwfmPH8u6EuiLeACLJ4AaABAg,jir,NP
844,UgxiMQ__O8zlj2dQS9N4AaABAg,next favian bang,NP
845,UgxcvrMkJOnKvIGdTB14AaABAg,"Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!",P
846,UgzJy9_JY6XVgBGnreh4AaABAg,Gak pernah kecewa nonton video kamu! Selalu bermanfaat dan seru! dp 5k di Weton88,P
847,UgyhM-5CQUbkxMGYhhB4AaABAg,⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 emang top markotop! JP terus!,P
848,UgxLIrHxQ2UQntoPQ0N4AaABAg,Bjir chou Fatality. Kek Mortal Cimbat 🤩,NP
849,UgwvgtUUy4GTvFfgl914AaABAg,Min next favian exe yak,NP
850,UgxNWgDBXTZnTsyEHAd4AaABAg,Naga hitam versi leber bang,NP
851,UgxFgpJgtiGaOgQuQHh4AaABAg,15:18 anj idok cok😂,NP
852,Ugwt5FjpDIUpSIBJfJp4AaABAg,Bang ada komen judoll nohhh,NP
853,UgyDyTCPnztmDEA43yV4AaABAg,HANYA KONT## KUU!!🗣🗣🗣🗣🔥🔥🔥🔥💔💔💔💔🥀🥀🙏🙏,NP
854,UgwgTg1KfWKxHGuYubR4AaABAg,gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩Weton88🚩,P
855,UgwfcYdkIk7GdtdwZtJ4AaABAg,"Keren banget bang 😂 , Salam JePE ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",P
856,UgwDMa8AhkKOhRRM8hN4AaABAg,"Kapan lagi main di situs segacor 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, asli nagih sih",P
857,UgxXMR_dGZAI0gAd6Zl4AaABAg,Buat versi axcyll meta ciki min😅,NP
858,UgwLJxgN34r7i8_xmtR4AaABAg,Bikin exe bro cahyo,NP
859,Ugwmo_d0Y8mWkrZGMg94AaABAg,15:41 Ngakak bgt gw anjir😭,NP
860,UgyTdPipVHAxsrNsEFh4AaABAg,Intro yang sangat ramah 🤗,NP
861,UgzpBPT_PCBuWOz7Qjp4AaABAg,Eah idok malah maen ome,NP
862,Ugy6M7ad9JO67ctVMkp4AaABAg,Maap bang iklannya gw skip,NP
863,UgzqO-ps2fsQNmwBuk94AaABAg,"ide bang, commentator.exe, momen momen komentator yang bikin merindink wkwkwk",NP
864,UgyO9wMd8cfpmweUSbJ4AaABAg,HARUSNYA EL KAMERA🫠,NP
865,Ugydj8CTnKOapSNmhZJ4AaABAg,Edit makin jago njir,NP
866,UgyuNZS3FErNO-sICdJ4AaABAg,Goblokkk goblok goblok goblokkk🤣🤣,NP
867,UgxMY8sqgoci1IVYu2p4AaABAg,11:17 ngakak any nomor telpon😹,NP
868,UgzEt-UMGVoHRLNN82l4AaABAg,Info bot like nya bang 🗿,NP
869,UgzVFo5n9WatC0KE2tJ4AaABAg,josss,NP
870,UgxqBWVKiLHrESsyH814AaABAg,3:47 wadefaakk men omaga,NP
871,UgzXIk8oGE_xADIuGRB4AaABAg,14:53 video² tersebut diambil dr situs dark system,NP
872,UgwW7qFbB1zUu7uAfGF4AaABAg,Sangat ramah,NP
873,Ugx2VHW7-L4hhR8cbOp4AaABAg,Gaya kyy 🗿,NP
874,Ugx9gRkOgxbtvQPlOs94AaABAg,ape tu woi,NP
875,UgxPkbTi5R9Nphhki454AaABAg,"Soal editing akmj menang. Tapi soal like, mas Gibran menang 😅",NP
876,UgwZjz3lb_c6ghokuhR4AaABAg,"aville suruh nonton ini heng, biar ga haylos mulu🗿",NP
877,UgzS9qcJnmA3AjaLiZx4AaABAg,3:44 ajg si😂😂😂😂,NP
878,UgyE2SseHex8ODzExvV4AaABAg,"Roamer softspoken❌
Roamer sokspongken✅",NP
879,Ugww_ZZwLWHolEEQB1V4AaABAg,bikin akmj jess no limit kayanya lucu,NP
880,UgwNQR8XpZf1R_dVrUd4AaABAg,Bg mana akmj pascol sama Lcnya,NP
881,UgwGhY0wXxcQlffJXvN4AaABAg,13:48 jir Samsung s24 🗿,NP
882,UgyYmWjhWiVO__WC0rx4AaABAg,Pantesan live lama kalahnya cuma 1,NP
883,UgwJi1eXWOuHwob2Dh14AaABAg,Gua dateng kesini abis nonton Uzumaki Jefri haha,NP
884,UgyM3G8mbfZlzm6HBM14AaABAg,36:23 anjirr bau kocak goblok 💩😪,NP
885,UgxRD_f2uYR4SkQRr3N4AaABAg,Kemenangan terbesar gue? Tentu aja dari K o i S L o T bro 💸,P
886,UgyTBqpAoYNo3x_JkcB4AaABAg,Main di tempat lain? Males. Mending di  Miya88  aja!,P
887,UgwF0K2JK00i5h7T-mt4AaABAg,Lu ketinggalan hype sih kalo belum cobain  K o i S L o T,P
888,UgyXAg36h8QXIM7FwlJ4AaABAg,Udah banyak yang buktiin kalo  K o i S L o T  itu tempat menang yang asli!,P
889,UgxBhocFOhdZH2NQW_x4AaABAg,Brand paling puas dan terpercaya? Jelas Miya88 dong!,P
890,Ugzi4GuwKJaW9KJyVSp4AaABAg,Main di  K o i S L o T  tuh beda! Gokilnya parah sih 💯,P
891,UgwySqN2QWy3tY0DdAt4AaABAg,Gak ada yang ngalahin vibes menang di  K o i S L o T  💸,P
892,UgwLFC2pk60jCm_f3JR4AaABAg,"Yang belum tau  Miya88 , fix belum upgrade hidup",P
893,UgzPofmc61zeesYyeRF4AaABAg,"Gue gak mau main di tempat lain, cukup di  K o i S L o T  aja!",P
894,Ugw2MM5K0dO33lwgD814AaABAg,Lagi cari yang terpercaya? Nih gue bisikin:  Miya88  💫,P
895,UgxgCV9nw8OUQc58y2x4AaABAg,"Lu harus nyobain  K o i S L o T  sekarang juga, cuan gede udah nungguin",P
896,UgwmjUXjI_kR1QV6vFt4AaABAg,Udah banyak yang buktiin kalo  K o i S L o T  itu tempat menang yang asli!,P
897,UgzN4zI6nB2aqDVY0TN4AaABAg,"Gue baru main di  K o i S L o T  langsung cuan, fix hoki!",P
898,UgxPq1PCJMNZMnvfOLh4AaABAg,Acuh bocil replay😊,NP
899,Ugw7AA0fLgepk9aCDf94AaABAg,3:19:00 udah pasti mati 😅,NP
900,UgzwcSzvp7YrSWHSjSF4AaABAg,Gaaa seru game nya banyak menang nya 🥱,NP
901,Ugz--2R9WavRkd4RbAR4AaABAg,akhirnya durasi panjang bg jooo live nyaa,NP
902,UgwrfIDL2KshCtRHZbx4AaABAg,Konten gk bg jo yg pke GS,NP
903,UgykU4aqBMDUZyiR1Nd4AaABAg,Kelas bg jo sampe tengah malem 🥵🥵,NP
904,UgyBQ09m7sRVyWRsLcl4AaABAg,pertama jir,NP
905,Ugyn7q9DhOvMlJ9f1qh4AaABAg,Itu lagu ku❤ ada di spotify juga dan ada video musik juga,NP
906,Ugx9-VFfEcjmbF0WB-N4AaABAg,Lagunya sangat ramah ya cocok utk anak²☺️☺️,NP
907,UgzmI34futHSulnsSrF4AaABAg,3:46 gua kaget wkwk,NP
908,UgxEaVrmhjyVW_CHkR14AaABAg,Tempat top up murah hanay di akmj store beberan murah udh pernah topup langsung masuk diamond nya🎉🎉,NP
909,UgzY1PKZcDBCokpN8vZ4AaABAg,pak haji pak haji tuh siapa sih curiga endorse jud*l duit dia banyak bener dah,NP
910,UgyJUkCZC9zMqpNZiI94AaABAg,Romer cuma modal teriak teriak,NP
911,UgyN3093WBQJxZXXQrJ4AaABAg,"Hello,
We noticed your youtube earlier and we must admit that we like your vibe, so full of positivity and good vibes.We would like you to be our agent,and we wanna learn more.Could you provide an opportunity for mutual exchange?",NP
912,UgxqJaBykn2SqD-3q3N4AaABAg,"Ko Delwin EXE, please !",NP
913,Ugzo3OwR0yiivt1ythV4AaABAg,buatin ko delwyn exe bang,NP
914,UgyEmUsEeElJElAA6YJ4AaABAg,"Najis ini judol, ngejar setoran ya lu pada? Takut organnya dijual kan di Kamboja 😂",NP
915,UgxV5ksVGiyRO1Cx7t54AaABAg,Lagunya ramah ya,NP
916,Ugyiwuft0pPInj-GsWp4AaABAg,🅿️🆄🅻🅰️🆄777 punya fitur paling lengkap,P
917,UgwpV_DWIdwe4hVyL_94AaABAg,Peluang menang besar hanya di 🅿️🆄🅻🅰️🆄777!,P
918,UgyzZ1iC3AIOGhPyYfx4AaABAg,[̲̅P][̲̅U][̲̅L][̲̅A][̲̅U][̲̅7][̲̅7][̲̅7] selalu bikin penasaran,P
919,UgzdR-sB-ROkbZABuDd4AaABAg,Saya sering balik lagi ke 🅿️🆄🅻🅰️🆄777,P
920,Ugy7xox-7Go3A4aoNjJ4AaABAg,"Seneng banget AKMJ as Teddy lanjut project exe durasi panjang (tp ga kerasa 18 menitnya hehe tau tau udh outro video) , trio prot prot doang no edit aja kocak apalagi udh di tangan atmin. 
Mungkin next mau req ivan neilsen exe bang Ted, streamerdengan pribadi yang exe able",NP
921,UgzqqEeUMHKOuHPGKhF4AaABAg,Ditunggu King Erlan Exe,NP
922,Ugx_qB1mZlwU5my1lJd4AaABAg,berapa lama ngeditnya,NP
923,UgwWcf4-ndLcIzKWSyV4AaABAg,Kelaz heng!!!!!!❤,NP
924,UgxDV1twRnc7Fs2fcsl4AaABAg,jadi keinget pai explaner ramah😢😢,NP
925,Ugzcfx-DrIT0yNCe5Hx4AaABAg,03.10 [̲̅P][̲̅U][̲̅L][̲̅A][̲̅U][̲̅7][̲̅7][̲̅7] selalu jadi pilihan utama,P
926,UgzC997D8lP6Hnupaqd4AaABAg,06:00 Nikmati promo spesial hanya diＰⓤＬＡＵ777!,P
927,UgxNjCPl--t3qtZ5d4l4AaABAg,Jadilah pemenang berikutnya di 🅿️🆄🅻🅰️🆄777!,P
928,UgwBUZjS8p9DS6X_3bl4AaABAg,🅿️🆄🅻🅰️🆄777 tempat favorit buat seru-seruan,P
929,UgxFXtncrQhtiMJi94t4AaABAg,"Main santai tapi WD Gacir, cuma di ̶P̶U̶L̶A̶U̶7̶7̶7̶.",P
930,UgzYoUCvbblDv6iyr_F4AaABAg,Jadilah pemenang berikutnya di 🅿️🆄🅻🅰️🆄777!,P
931,Ugy99Y0fKlo1oAZHBdB4AaABAg,"Main di 🅿️🆄🅻🅰️🆄777, lebih banyak kesempatan menang!",P
932,Ugw8Nuc_Ix1RjQphU2p4AaABAg,"🅿️🆄🅻🅰️🆄777, pengalaman gaming terbaik!",P
933,UgxyjWu23ZAI_dyw2Xd4AaABAg,"Hanya di 🅿️🆄🅻🅰️🆄777, game seru &amp; menang besar!",P
934,UgxBkoGVE4mTqJegFZt4AaABAg,Saya suka gimana 🅿️🆄🅻🅰️🆄777 selalu update,P
935,UgwdVRleEf3SoKNxynd4AaABAg,Saya gak nyesel coba 🅿️🆄🅻🅰️🆄777,P
936,Ugw1rz9LiDkt9rd8tbZ4AaABAg,05:00 🅿️🆄🅻🅰️🆄777: Hadiah besar menantimu!,P
937,UgxRl4zN5G72HGc3ztx4AaABAg,"06:00 🅿️🆄🅻🅰️🆄777, permainan seru dan penuh keuntungan!",P
938,UgxKxdumcA1MT4pFWWV4AaABAg,Hadirkan kemenangan dengan 🅿️🆄🅻🅰️🆄777!,P
939,Ugw9UthsfEJ7Rpd98sF4AaABAg,"jepe pagi, siang, malem! Cuma di █▓̶P̶U̶L̶A̶U̶7̶7̶7̶.",P
940,UgwOIUDyykQYPknyvc94AaABAg,ubur ubur ikan lele cari 🅿️🆄🅻🅰️🆄777 di google leee,P
941,UgwvldrIYaK1ZO-2MzV4AaABAg,"02:30 Siapa yang gak senyum kalau main di P͓̽U͓̽L͓̽A͓̽U͓̽7͓̽7͓̽7͓̽, cuaan terus.",P
942,UgwJyTVLhfthmlZ7JQl4AaABAg,Lah itu bnrn ciuman sama pai?,NP
943,UgyUR83vm551sVXMwg54AaABAg,6:59 titip bng,NP
944,UgyqV1X-RBQGaK1uBpV4AaABAg,Hidup jokowi 😂,NP
945,Ugx0NGu3OfE9FB4K6kt4AaABAg,2:02 lagu nya ramah sekali ya,NP
946,Ugxr69KWHQ2maapSdmN4AaABAg,najong ada yang pake ai,NP
947,UgzXkswl2Cm6SfN0Wv14AaABAg,15:43 mirip idok😂,NP
948,UgwLJWyivFQxiB_-GpV4AaABAg,"Update build item kali ini gede banget, ALEXIS17 udah kelar download belom?",P
949,Ugx8SLICC__LsgwKTG14AaABAg,Mabar kuy? Cari lawan buat Alexis17 nih.,P
950,Ugy5f9v5hkQF1urO6eF4AaABAg,"Lagi update game nih, ditemenin 𝐀𝐋𝐄𝐗𝐈𝐒17. butuh hoki!",P
951,UgwqIQczf7_-BXwgmT54AaABAg,Hp kentang gini mana kuat kayak alexis17 pas main game. Goks!,P
952,UgxEveCBIeHNll2DGLF4AaABAg,2:01 fokus musik😂,NP
953,UgwUr2m3brxfwTCWo6h4AaABAg,"Next ""Rineloy Jungler Berdarah Panas"" bang 🤙",NP
954,UgzanGcZJmLZgWnSfQt4AaABAg,KEBANYAKAN AI😢,NP
955,Ugwlfu8ER4fILDjvYjJ4AaABAg,"gilak editannya kayak fanart gtu,kerennn",NP
956,UgyvFZv-uWgDmIdueux4AaABAg,Mabar banh 😅,NP
957,UgwzlDwwA5b1hk6h4xR4AaABAg,Next exe saylar harusnya 🗿,NP
958,UgzgywQcl52FyugVoxd4AaABAg,KYY sisten hitam😂,NP
959,UgzRKMJ88dIi_b8uD-14AaABAg,Idooook main ome,NP
960,Ugw1Qd-LmbnUXy-IiGx4AaABAg,"Ko Delwin Exe  asik kali yaa wkwkwk.
Walaupun bukan alterchamps tp asik anjir nonton live nya wkwkwkw",NP
961,UgwSy69_ZXusVr5nIwR4AaABAg,Hanya apa??,NP
962,UgzCzrkfIWoLBz1jt8R4AaABAg,"Tim alexis17 kena comeback, bikin emosi pasti.",P
963,UgxtZEhwVeBwv7g2r014AaABAg,"Solid banget timnya alexis17, pantesan sering headshot.",P
964,UgypQ_lmFlRJGJs8OQF4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, capek tapi puas pasti.",P
965,Ugy0SjlFkP85DmsqdCt4AaABAg,"Ngakak liat kelakuan 𝐀𝐋𝐄𝐗𝐈𝐒17 pas nonton turnamen, squad banget.",P
966,Ugx5ggwLQOu0ewE7gVl4AaABAg,Akmj please pascol sama LC nya 🙏🙏🙏,NP
967,UgwiFK6N34knHvfRheh4AaABAg,Perfect song! Greetings😎,NP
968,Ugx1Ju6GBs1URkRPQVJ4AaABAg,kocak,NP
969,UgwDEu1wrd1KRFba7zV4AaABAg,Ngeri lagunya😂,NP
970,Ugxaz6w_YpaAx2aJaJJ4AaABAg,Sadar GK chontolku,NP
971,UgxpH8RZjcVEBBzVcoF4AaABAg,NGUWAWOR 😢,NP
972,UgyiQEbr1hw7t2gvDR54AaABAg,9:12 bayu silver ape benda tu wok,NP
973,UgyPKWmf2b-XLC8kQtF4AaABAg,Sumpah editingnya Gilaaa,NP
974,Ugx7gd4FjgRgLdj1t2p4AaABAg,KITA BUTUH PART 2 COMING SOON!!!!!!!!!,NP
975,Ugw9qCatnvaEYjx4jQN4AaABAg,Bjir iklan ml x naruto😂,NP
976,Ugw0iKZgxU1HTT3TpAF4AaABAg,🗣️: KYY K NYA APA!? KONTTTT,NP
977,UgwTwWnLymF8zYnploZ4AaABAg,Pai gak disini gak disana ternyata sistem gelap ya 🗿🗿,NP
978,Ugyl6tj5yyscLkFsEKB4AaABAg,BACKSONGNYAA 😭😭😭 UNTUNG PAKE HEADSET,NP
979,UgxDi-5Zs3U3L0RMUkh4AaABAg,tunggu evos selesai mpl gak sih bang,NP
980,Ugwjef8OFI5HFn9aMw54AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih headshot.",P
981,Ugx90cpncLwkJolDQlV4AaABAg,"Info mabar dong, 𝐀𝐋𝐄𝐗𝐈𝐒17 lagi nyari temen nih.",P
982,UgxKvLgdMP7sFX6hf_l4AaABAg,"Kalo alexis17 udah turnamen, yang lain minggir aja.",P
983,UgxmsddyXVxoJ7XCoUh4AaABAg,Player di-carry kayak ALEXIS17 emang langka.,P
984,UgwQ0nCjo_0XEWQpWat4AaABAg,"Jangan remehin alexis17, sekali headshot kelar semua.",P
985,UgyB2ZXJ0ZBJz9Kf7Lx4AaABAg,Jangan lupa mampir guys,NP
986,UgyHyNq01ivF33jf2wV4AaABAg,"Durasi 18menit ternyata belum cukup, tambahin bang wkwk",NP
987,Ugx93sGI28bEvhgv1mp4AaABAg,bikin versi rijalep dong bang,NP
988,Ugw0ULfh-_aEHK3G8MJ4AaABAg,3:47 alamak jomoknye,NP
989,UgxLizGYUjOavA78sqp4AaABAg,Next urine bg,NP
990,Ugw5tmw9hyDy8aoW3ht4AaABAg,Hp kentang gini mana kuat kayak alexis17 pas bikin konten.,P
991,UgyyQkOKibUvxKtl4MB4AaABAg,"Ngakak liat kelakuan 𝐀𝐋𝐄𝐗𝐈𝐒17 pas nonton turnamen, squad banget.",P
992,Ugx_5e5KZ7_5jCqxZ9N4AaABAg,"Ketemu alexis17 di game, ternyata orangnya asik buat nonton turnamen.",P
993,Ugw8EjKNw7oHIbhpFTZ4AaABAg,"Update build item kali ini gede banget, ALEXIS17 udah kelar download belom?",P
994,UgwXC2X07xW1kGDqJK54AaABAg,"Kalo 𝐀𝐋𝐄𝐗𝐈𝐒17 main, pasti di-carry nya bagus.",P
995,Ugxbpr8Zr0dTorTexb54AaABAg,"Tim Alexis17 kena comeback, capek tapi puas pasti. Cuy!",P
996,UgwiF2UJHtD7JURBYkF4AaABAg,"Asli, Ketemu Alexis17 di game, ternyata orangnya asik buat bikin konten.",P
997,UgzJf8B_fNmm7IvczO94AaABAg,"Asli, Ketemu Alexis17 di game, ternyata orangnya asik buat bikin konten.",P
998,Ugxua0m5SyhyGr2CVAN4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi turnamen banget, auto win!",P
999,Ugyvvi5KSg_QiapFGZh4AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas update game.,P
1000,UgzZg5h7Flci29csFrh4AaABAg,"Update ngendok kali ini gede banget, ALEXIS17 udah kelar download belom?",P
1001,UgzBTjx9yhuaZBgVy714AaABAg,Hp kentang gini mana kuat kayak alexis17 pas bikin konten.,P
1002,UgyfeXxHnTwnXVRIuNR4AaABAg,"Pengen punya PC kayak ALEXIS17, biar nge-game lancar jaya.",P
1003,UgyeuZzY3HLDMXkktIJ4AaABAg,"Gear gaming alexis17 keren banget, sultan mah bebas.",P
1004,UgwB279-PGkNPWqhnxh4AaABAg,"Alexis17 lagi apes, nge-rush mulu dari tadi.",P
1005,Ugx9M-opw_ouzruufup4AaABAg,"Lagi update game nih, ditemenin 𝐀𝐋𝐄𝐗𝐈𝐒17. butuh hoki!",P
1006,UgzRdxBl6bNHipIUDZh4AaABAg,"Asli, Jangan remehin 𝐀𝐋𝐄𝐗𝐈𝐒17, sekali sultan kelar semua.",P
1007,Ugxt1Z2ffCVmM3rTYDV4AaABAg,Hp kentang gini mana kuat kayak alexis17 pas bikin konten.,P
1008,UgzKSiNpriI767iQCbl4AaABAg,"Info mabar dong, alexis17 lagi nyari temen nih.",P
1009,UgxWhek1JkVSQoY92UF4AaABAg,"Alexis17 lagi apes, nge-rush mulu dari tadi.",P
1010,UgxGzSCzT31c_KU40iV4AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih damage gak ada obat.",P
1011,Ugymq9SME99TzvTRQMB4AaABAg,"Damage ALEXIS17 gak ada obat, musuh auto rata.",P
1012,Ugy6ZVdS2zeQaPqJMiF4AaABAg,"Asli, Ketemu Alexis17 di game, ternyata orangnya asik buat bikin konten.",
1013,UgypZa41VbQd-cr26up4AaABAg,"Solid banget timnya Alexis17, pantesan sering turnamen.",
1014,Ugyc2wiIkLSZAuSZLUx4AaABAg,Ada yang kenal Alexis17? Mau ajak download game baru.,
1015,UgwNwtF97VEJ2YqTDrd4AaABAg,"Damage ALEXIS17 gak ada obat, musuh auto rata. Keren!",
1016,Ugx0d6oTdDJ46xMF_Wh4AaABAg,"Info mabar dong, alexis17 lagi nyari temen nih.",
1017,UgyM1EqgFMCXOhlYkMJ4AaABAg,Hp kentang gini mana kuat kayak 𝐀𝐋𝐄𝐗𝐈𝐒17 pas nonton turnamen.,
1018,UgzpAB8tozpUJg6efHN4AaABAg,Ada yang kenal ALEXIS17? Mau ajak beli skin.,
1019,Ugwo7PFrlv4yDjTpi-x4AaABAg,"Pengen punya PC kayak ALEXIS17, biar nge-game lancar jaya.",
1020,UgwbmRWZBeb0G_oSZDZ4AaABAg,Ada yang kenal alexis17? Mau ajak top up.,
1021,Ugzvlkgf-ZX-haf8NXd4AaABAg,"Sumpah, Solid banget timnya Alexis17, pantesan sering turnamen.",
1022,Ugxe-VI3oad8teHzR0p4AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas top up.,
1023,UgyJboWxFyIOcXS7S6B4AaABAg,"Alexis17 lagi push rank ulti, bantu doa gaes!",
1024,Ugw9ayOIW9MpMAXlx1V4AaABAg,"Liat si alexis17 main, skillnya nge-rush banget.",
1025,Ugw0He1gPHxImNgzARJ4AaABAg,"Tim ALEXIS17 kena comeback, butuh hoki pasti.",
1026,UgxQ8EXwACot5J_4Qid4AaABAg,"Tim alexis17 kena comeback, bangga banget pasti.",
1027,UgzLZXaQvh0qL17p9tJ4AaABAg,"Solid banget timnya Alexis17, pantesan sering turnamen.",
1028,UgzixPK7uzybD-3d4_x4AaABAg,Hp kentang gini mana kuat kayak alexis17 pas main game. Goks!,
1029,UgwpEnNmEmLCq67xaS54AaABAg,"Kalo alexis17 udah turnamen, yang lain minggir aja.",
1030,Ugyycui73ExtC3qnpiJ4AaABAg,"Update build item kali ini gede banget, ALEXIS17 udah kelar download belom?",
1031,UgyfiRoD9qizh0D4QeZ4AaABAg,"Gila, 𝐀𝐋𝐄𝐗𝐈𝐒17 tadi toxic banget, auto win!",
1032,UgytZ4Angc3izrIVi-R4AaABAg,"Wih, Update build item kali ini gede banget, 𝐀𝐋𝐄𝐗𝐈𝐒17 udah kelar download belom?",
1033,Ugw3knD65uHXLUTKFpd4AaABAg,"Pengen punya PC kayak alexis17, biar update game lancar jaya.",
1034,UgxOM6f_OrwpJD36BUl4AaABAg,"Alexis17 lagi push rank ulti, bantu doa gaes!",
1035,UgxPigTF5Q06VfPCbLN4AaABAg,"Alexis17 dapet toxic dong tadi malem, hoki tingkat dewa.",
1036,UgwvS1r6tds-vo-F4m14AaABAg,"Update build item kali ini gede banget, ALEXIS17 udah kelar download belom?",
1037,UgypR-RUkMJMm-1BZZh4AaABAg,"Si 𝐀𝐋𝐄𝐗𝐈𝐒17 jago banget GGWP nya, gila sih.",
1038,UgxSClqBPLyLE-B_dPt4AaABAg,Player di-carry kayak ALEXIS17 emang langka.,
1039,UgzR23JX2L5Tul8njrx4AaABAg,"Lagi update game nih, ditemenin 𝐀𝐋𝐄𝐗𝐈𝐒17. butuh hoki!",
1040,Ugw3QBmUHTmUA8jMHDB4AaABAg,Hp kentang gini mana kuat kayak Alexis17 pas update game.,
1041,UgwlbUZGx-BeBBvMSeB4AaABAg,"alexis17 dapet damage gak ada obat dong tadi malem, hoki tingkat dewa.",
1042,UgxuZbTd20FOJ-3L3s94AaABAg,"Gila, ALEXIS17 tadi kill streak banget, auto win! Serius!",
1043,UgwlOwhwhoAXrKD5wLR4AaABAg,"Squad alexis17 lagi open recruitment tuh, gaskeun!",
1044,UgyRNpX2f8usbvjmsfB4AaABAg,"Asli, Ketemu Alexis17 di game, ternyata orangnya asik buat bikin konten.",
1045,UgziMvI9Afr5khNRoQd4AaABAg,"Gila, ALEXIS17 tadi kill streak banget, auto win! Serius!",
1046,UgyKRDSl-tGpgolYNBx4AaABAg,Ada yang tau build headshot paling OP? Tanya ALEXIS17 kali ya.,
1047,Ugz7_C9R6i03LWdMvKx4AaABAg,"alexis17 dapet epic fail dong tadi malem, hoki tingkat dewa.",
1048,UgwwTAhcixFuYoiuezF4AaABAg,"Njir, Ketemu alexis17 di game, ternyata orangnya asik buat grinding.",
1049,UgxdajpCv76SKPpCcpB4AaABAg,"Damage ALEXIS17 gak ada obat, musuh auto rata. Keren!",
1050,UgzBSotkBAwzBwa2a4R4AaABAg,"Ngakak liat kelakuan 𝐀𝐋𝐄𝐗𝐈𝐒17 pas nonton turnamen, squad banget.",
1051,UgwvFE1YWiYeBE-2ZhZ4AaABAg,"Gila, ALEXIS17 tadi turnamen banget, auto win!",
1052,UgyLcxe59MHqebPkjBF4AaABAg,"Tim 𝐀𝐋𝐄𝐗𝐈𝐒17 kena comeback, seru banget pasti.",
1053,UgymtL4extkKf74E4Wd4AaABAg,Ada yang tau build headshot paling OP? Tanya ALEXIS17 kali ya.,
1054,UgyKA7vuWzmtCYfPhS14AaABAg,"Update nge-carry kali ini gede banget, Alexis17 udah kelar download belom? Cuy!",
1055,UgyFQ7wBOHbxeJrp9xV4AaABAg,"Pengen punya PC kayak alexis17, biar update game lancar jaya.",
1056,UgwtnkWmw7VITREr_1F4AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih headshot.",
1057,UgzUgl8KtGzf055jRO54AaABAg,Hp kentang gini mana kuat kayak 𝐀𝐋𝐄𝐗𝐈𝐒17 pas nonton turnamen.,
1058,UgzTZQhXx7AtKUqEwzF4AaABAg,"Wih, Update build item kali ini gede banget, 𝐀𝐋𝐄𝐗𝐈𝐒17 udah kelar download belom?",
1059,UgyyI6aDDye7fldoDOt4AaABAg,"Cita-cita jadi pro player kayak 𝐀𝐋𝐄𝐗𝐈𝐒17, tapi masih damage gak ada obat.",
1060,UgwWb_HXN2ahiZ2de0B4AaABAg,"Update ngendok kali ini gede banget, ALEXIS17 udah kelar download belom?",
1061,UgwQakm30pWo6S5ytSt4AaABAg,"Kalo 𝐀𝐋𝐄𝐗𝐈𝐒17 main, pasti di-carry nya bagus.",
1062,Ugxm0Fm9DCle52gQS1N4AaABAg,"Lagi ikut mabar nih, ditemenin ALEXIS17. butuh hoki!",
1063,Ugzj57fMxl2fMDuU0mN4AaABAg,"Sumpah, Solid banget timnya Alexis17, pantesan sering turnamen.",
1064,UgyWBuYMSk0fSNeOkxF4AaABAg,"Damage Alexis17 gak ada obat, musuh auto rata.",
1065,Ugysz3Qcpo8r_Icp6_Z4AaABAg,"Damage Alexis17 gak ada obat, musuh auto rata.",
1066,UgxMvJCePzp95L8T7xV4AaABAg,"Gear gaming alexis17 keren banget, sultan mah bebas.",
1067,UgwHosgDiAGBEWAj8a54AaABAg,"Update nge-carry kali ini gede banget, Alexis17 udah kelar download belom? Cuy!",
1068,UgyNZVfv_8n1mbPB7S94AaABAg,"Update build item kali ini gede banget, ALEXIS17 udah kelar download belom?",
1069,UgzLagn6Gxi8Af6wvZN4AaABAg,Bro 's editing skill next lvl💖☠️,
1070,UgyDIFGEhQL8n0yD6YJ4AaABAg,Grok bawa lord njir 🗿,
